id;tp;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;dec
106;5;7.43;5.56;4.64;6.41;0.07;2.58;3.38;2.76;2.96;1.71;9.76;8.87;8.89;0.5;5.7;3
106;6;4.63;3.07;5.68;8.3;0.89;9.0;6.46;8.0;8.19;0.66;1.36;5.6;4.8;4.0;5.13;3
106;7;6.38;8.21;8.31;7.31;4.65;0.46;9.41;2.63;9.92;1.84;2.06;4.95;4.92;8.39;7.44;3
106;8;5.77;8.17;3.9;1.56;5.84;5.41;6.36;5.77;3.63;4.16;6.93;5.34;1.36;0.55;8.43;3
106;9;3.06;2.95;2.6;9.25;6.58;4.65;3.26;1.31;0.2;2.1;1.15;7.41;2.33;0.35;9.79;3
106;10;6.78;5.83;8.77;2.13;6.93;2.54;8.25;5.52;4.21;3.48;2.79;0.56;4.75;6.3;5.52;3
107;1;3.57;4.78;0.92;5.74;1.53;8.18;4.21;9.8;1.12;7.09;2.71;2.47;3.99;5.25;9.94;2
107;2;0.95;6.49;7.64;2.1;4.0;6.47;8.51;6.64;5.27;4.64;2.47;3.0;2.86;6.56;4.47;2
107;3;5.66;6.38;8.74;1.98;9.8;3.74;3.92;4.92;4.58;9.77;4.06;3.69;4.96;6.58;3.04;2
107;4;7.19;2.25;2.72;6.06;6.33;6.25;6.72;8.51;1.7;9.53;1.66;8.15;3.11;1.99;7.48;2
107;5;2.03;3.86;2.13;5.18;5.45;8.75;2.19;0.62;3.44;7.81;5.65;9.71;7.83;3.65;4.31;2
107;6;0.36;9.07;4.04;8.99;0.4;7.27;1.38;8.22;6.55;5.0;9.34;1.8;7.6;2.84;3.17;2
107;7;8.79;0.67;7.98;7.49;4.89;2.62;6.42;1.6;4.54;5.57;0.34;4.77;9.49;0.18;2.05;2
107;8;9.31;6.44;8.35;2.86;2.42;8.5;8.64;1.92;4.59;2.44;7.55;4.64;0.12;1.74;4.86;2
107;9;6.42;2.79;6.28;5.77;5.18;5.87;3.67;6.76;1.43;8.41;7.33;2.11;1.74;9.11;2.79;2
107;10;1.08;2.08;1.54;5.83;4.89;0.09;3.79;6.18;5.09;1.32;6.62;4.16;2.2;1.56;6.08;2
108;1;0.03;6.65;3.68;1.9;5.78;7.7;0.49;4.23;3.54;2.5;2.21;4.43;9.47;8.63;1.32;2
108;2;3.81;9.7;6.08;4.09;8.36;7.93;3.32;3.38;2.64;1.74;2.32;9.48;8.58;5.49;4.62;2
108;3;0.55;5.02;1.15;8.52;7.49;4.14;6.89;4.3;1.58;2.74;1.61;1.5;8.77;3.31;6.78;2
108;4;5.24;9.74;9.59;5.31;9.75;3.18;1.37;8.09;0.35;3.39;0.91;9.61;4.71;8.8;2.85;2
108;5;4.41;4.59;8.55;7.8;0.72;1.9;8.84;6.72;8.01;2.43;4.35;0.54;1.3;7.16;1.24;2
108;6;8.6;9.6;5.84;7.02;5.48;3.68;8.69;8.14;5.82;9.6;7.32;4.22;7.12;5.75;8.53;2
108;7;5.47;1.05;0.23;9.39;9.58;0.37;9.75;1.75;5.54;6.0;1.69;5.31;8.8;2.71;1.76;2
108;8;6.04;8.38;7.14;3.49;5.41;1.38;1.59;4.16;3.88;7.68;5.36;1.3;4.74;0.85;1.61;2
108;9;8.59;2.12;7.04;4.9;4.77;8.41;4.59;5.02;5.76;3.34;6.38;1.49;3.85;3.1;7.39;2
108;10;8.77;7.92;7.78;8.63;6.06;2.07;5.29;4.98;3.06;1.33;7.73;6.14;5.92;7.19;9.72;2
109;1;5.71;7.65;5.82;1.03;8.15;8.58;4.32;0.1;8.41;4.17;8.95;7.73;4.62;5.46;5.37;1
109;2;9.79;0.63;2.1;6.1;9.16;8.05;8.54;7.49;8.21;6.03;5.24;1.2;4.67;2.78;1.8;1
109;3;8.5;0.11;5.08;3.74;7.38;6.65;9.51;2.65;2.97;4.39;5.6;6.8;4.91;1.97;1.88;1
109;4;6.99;9.4;1.36;1.49;5.89;2.0;8.47;3.0;1.77;3.47;7.23;3.43;0.76;6.33;2.31;1
109;5;1.9;9.9;0.42;5.39;0.02;6.71;4.63;8.29;9.5;0.43;4.63;3.61;4.49;3.49;7.15;1
109;6;9.93;3.76;6.86;5.4;4.31;0.82;3.27;0.25;9.98;6.61;7.72;2.31;7.05;8.11;7.07;1
109;7;6.52;3.42;9.95;4.3;1.46;7.54;0.39;4.52;3.09;0.09;5.41;9.17;2.65;5.91;6.41;1
109;8;0.66;3.83;8.62;4.71;6.02;3.69;9.0;6.48;3.83;3.25;7.1;3.82;4.04;1.79;4.16;1
109;9;1.35;4.97;0.97;4.48;2.68;9.0;4.26;2.9;6.55;6.24;5.68;6.89;1.88;2.13;5.96;1
109;10;6.3;6.07;4.3;4.43;1.76;1.13;5.56;2.59;6.51;9.73;2.89;1.66;6.63;1.8;9.48;1
110;1;3.74;9.77;7.98;2.39;1.73;5.37;0.62;0.73;2.49;5.57;2.73;4.66;6.83;7.4;9.18;3
110;2;4.26;6.45;6.63;2.16;4.75;7.62;3.15;8.38;9.47;1.72;0.77;9.55;3.24;6.96;4.93;3
110;3;8.67;2.5;4.65;5.08;9.42;8.44;6.39;2.03;0.48;1.33;5.47;7.88;7.54;2.17;4.89;3
110;4;1.17;5.78;3.23;4.05;6.81;0.99;0.42;4.04;4.13;5.39;4.19;8.15;0.05;2.87;0.97;3
110;5;2.03;3.1;7.68;8.39;7.94;5.94;4.39;2.52;4.54;9.36;2.96;4.54;1.86;0.72;8.35;3
110;6;2.79;1.74;5.34;5.66;8.15;5.04;6.51;5.13;5.84;6.17;6.5;1.59;1.83;8.1;7.1;3
110;7;1.99;7.0;0.49;4.79;1.7;5.26;2.57;7.17;3.3;9.24;4.35;5.35;6.51;2.52;0.63;3
110;8;1.6;8.62;3.24;9.17;7.66;4.11;4.01;8.36;3.69;2.69;9.11;6.58;2.1;5.9;3.38;3
110;9;2.99;2.74;4.02;7.27;4.33;0.46;7.42;6.35;3.86;3.81;7.09;6.65;3.11;4.17;6.16;3
110;10;7.21;3.51;6.91;0.28;1.74;6.93;6.06;8.34;0.57;2.86;0.52;8.78;2.77;6.93;3.78;3
111;1;2.86;0.24;9.98;8.09;4.24;0.34;3.88;7.87;7.39;3.65;6.5;8.85;0.36;7.13;9.08;2
111;2;5.17;1.55;0.34;6.75;2.24;6.59;6.73;2.94;6.96;8.51;8.59;8.81;8.11;5.96;7.68;2
111;3;8.74;5.42;2.11;4.95;3.46;1.57;3.04;5.8;4.91;5.13;4.76;6.59;3.87;3.58;6.37;2
111;4;3.29;7.4;0.78;1.75;3.07;7.59;0.13;6.26;9.75;2.53;1.66;2.41;8.75;8.71;0.38;2
111;5;1.32;0.52;6.95;1.5;1.74;8.35;8.61;9.44;9.89;1.0;8.82;3.68;4.85;5.3;6.77;2
111;6;6.93;8.71;5.63;7.99;7.24;2.8;7.42;0.05;5.58;4.58;1.89;3.68;2.44;5.26;2.27;2
111;7;9.0;8.35;3.21;4.4;9.44;9.84;4.75;4.55;1.89;9.58;7.94;2.83;8.01;6.51;3.41;2
111;8;0.23;6.61;3.48;2.08;7.42;3.45;4.13;6.14;8.68;0.16;9.3;1.82;2.31;1.91;6.29;2
111;9;6.84;1.02;4.8;5.34;8.06;4.92;1.66;0.18;9.12;6.82;9.67;3.51;2.2;9.18;8.98;2
111;10;8.61;3.7;3.83;4.69;1.21;9.74;8.82;9.32;6.54;9.69;1.28;5.8;2.75;7.6;9.3;2
112;1;5.29;8.6;7.64;7.25;0.19;9.49;4.75;4.17;4.74;8.89;0.55;3.19;5.88;8.41;8.52;2
112;2;9.04;3.83;5.94;8.87;2.78;4.74;3.53;0.65;1.62;0.89;0.51;7.41;6.75;2.79;5.09;2
112;3;0.97;3.99;7.5;6.79;8.21;5.4;3.91;2.37;6.1;7.45;1.06;0.47;1.37;2.97;2.35;2
112;4;8.84;5.77;8.72;9.99;7.27;8.34;9.38;4.27;8.16;8.03;0.47;8.33;2.87;0.09;0.74;2
112;5;9.59;7.11;6.97;6.39;5.29;4.5;8.85;1.4;7.46;5.35;2.01;9.72;4.28;7.97;2.97;2
112;6;4.4;9.73;4.58;1.93;4.19;5.35;5.1;2.24;1.58;1.37;1.81;2.31;4.74;6.0;7.69;2
112;7;2.03;2.6;5.91;3.82;8.0;5.25;2.81;8.37;0.0;4.38;5.18;2.41;2.4;6.71;6.34;2
112;8;6.25;3.36;2.86;9.5;1.76;6.34;1.15;4.3;2.34;9.42;2.26;9.61;2.63;3.93;8.23;2
112;9;3.06;2.86;9.72;0.5;2.3;2.04;9.68;7.63;3.2;5.5;2.35;1.0;9.14;7.51;0.61;2
112;10;1.29;1.55;8.21;1.32;7.06;5.11;9.27;7.29;8.25;0.04;9.1;5.03;2.45;8.91;4.8;2
113;1;1.13;6.46;5.49;5.43;7.46;4.86;7.85;0.4;1.67;6.05;1.85;9.66;7.41;2.73;3.82;3
113;2;1.92;8.4;2.14;3.18;1.32;9.55;2.24;5.1;7.57;8.6;4.63;3.81;8.76;5.54;2.6;3
113;3;1.65;8.71;7.32;8.85;8.69;8.1;7.45;3.13;1.83;8.5;4.03;8.4;0.93;1.41;0.18;3
113;4;1.49;0.3;3.13;3.62;1.22;2.28;1.81;5.06;6.87;2.92;6.98;2.32;5.43;4.3;7.23;3
113;5;6.47;1.83;1.94;8.81;8.55;3.59;2.04;4.8;4.93;0.25;8.75;5.4;2.69;5.7;0.52;3
113;6;0.05;2.28;6.53;9.33;6.46;4.76;7.46;5.25;4.43;9.13;9.46;4.2;7.85;1.13;2.91;3
113;7;1.01;7.81;1.64;5.16;2.35;2.77;1.54;2.42;1.96;1.15;4.1;2.29;3.51;6.92;8.09;3
113;8;1.8;5.85;3.62;1.94;5.65;5.65;9.25;9.66;8.08;5.44;8.79;9.74;0.3;2.52;2.32;3
113;9;1.11;6.2;8.8;9.75;5.89;4.3;1.04;0.47;8.94;8.41;7.71;1.13;9.21;5.01;4.26;3
113;10;6.7;1.33;9.66;0.75;8.58;5.15;8.89;9.68;3.68;3.89;4.14;9.49;3.51;3.84;1.08;3
114;1;9.21;8.68;4.9;0.43;8.11;7.99;1.26;3.45;9.19;9.6;8.16;8.14;8.71;9.54;7.65;2
114;2;1.88;6.9;2.25;1.95;2.01;8.15;3.14;3.71;3.16;5.76;7.25;7.84;7.8;9.75;6.15;2
114;3;6.2;4.81;8.35;8.26;5.71;1.03;8.48;6.81;8.7;4.45;2.97;2.76;1.36;3.73;9.58;2
114;4;1.21;2.6;9.39;1.85;5.05;7.9;1.85;4.13;1.49;2.51;8.81;3.33;8.55;1.49;5.87;2
114;5;2.48;1.48;9.35;6.78;4.46;8.0;0.37;3.72;5.23;0.17;6.41;7.2;5.92;5.82;8.73;2
114;6;6.25;2.53;9.34;7.7;1.21;7.23;9.8;1.54;9.78;3.26;3.41;0.17;5.1;4.14;1.37;2
114;7;2.13;2.96;4.5;6.09;1.0;3.88;5.74;6.09;2.0;7.64;0.11;8.81;3.41;8.17;0.41;2
114;8;6.27;3.21;4.59;7.11;6.67;1.24;8.63;5.78;4.19;9.88;1.98;3.63;8.23;7.85;1.49;2
114;9;7.39;2.9;8.62;2.16;5.3;8.47;0.16;4.51;0.68;2.67;1.45;5.87;6.21;1.2;1.12;2
114;10;7.1;7.22;3.96;0.4;5.23;9.15;2.34;4.3;0.94;6.46;3.18;4.79;3.97;1.11;4.14;2
115;1;8.56;7.96;7.5;9.98;1.64;4.71;3.19;9.26;6.33;8.52;6.71;7.47;5.68;5.03;0.7;2
115;2;1.96;5.78;8.09;0.01;8.88;0.03;8.22;8.08;3.77;0.77;9.37;3.08;0.9;1.44;6.04;2
115;3;1.54;4.35;5.03;6.66;2.44;4.84;6.23;0.73;8.78;3.1;5.87;2.33;9.21;9.32;4.27;2
115;4;8.25;5.49;9.54;1.51;2.37;6.02;5.38;2.08;9.82;3.06;7.2;9.22;3.06;9.58;9.81;2
115;5;1.53;4.14;8.85;6.75;4.19;2.96;9.85;2.47;1.93;5.6;5.17;0.77;0.94;5.88;9.75;2
115;6;6.06;9.68;7.9;8.38;9.53;8.06;1.47;5.51;2.73;1.23;5.1;2.42;0.9;3.54;8.27;2
115;7;0.48;2.26;5.99;4.46;5.28;0.96;7.13;6.54;6.52;2.02;3.53;3.41;3.23;2.06;8.02;2
115;8;4.88;3.69;6.07;6.37;9.0;4.85;3.9;6.14;3.46;9.39;7.44;5.79;0.12;3.11;9.54;2
115;9;1.52;2.26;8.18;6.24;7.15;2.03;4.2;1.07;9.73;2.06;3.99;1.89;3.51;2.67;2.43;2
115;10;2.5;2.68;9.19;5.85;4.33;9.57;4.35;3.26;2.37;3.22;2.34;7.02;0.07;9.16;0.48;2
116;1;4.35;8.15;7.09;6.22;9.67;0.23;2.55;1.35;5.19;4.72;1.27;2.03;2.61;9.03;2.19;1
116;2;1.17;1.01;8.91;9.45;6.42;7.1;8.15;2.17;2.71;9.57;9.48;6.58;5.89;1.69;1.49;1
116;3;8.44;8.98;9.51;5.84;9.23;4.04;2.14;3.68;9.77;9.32;8.4;5.62;9.0;7.96;1.34;1
116;4;7.7;7.46;2.51;3.6;5.72;3.15;1.78;3.35;3.28;0.34;1.38;3.89;8.56;3.84;9.51;1
116;5;6.37;7.48;9.1;5.07;1.25;2.1;1.53;0.86;0.15;5.35;7.58;9.93;4.81;5.83;6.14;1
116;6;6.62;8.6;7.0;0.35;3.23;9.13;4.71;8.58;3.29;3.66;1.22;1.84;5.14;7.06;1.86;1
116;7;0.74;6.07;2.63;5.88;5.53;8.25;5.29;5.48;7.38;8.2;4.71;5.22;7.7;2.31;6.61;1
116;8;7.55;2.36;4.97;0.71;0.28;2.54;0.77;5.72;0.24;2.42;7.18;9.75;9.84;5.92;2.74;1
116;9;9.1;5.75;7.35;8.74;6.83;2.35;7.03;9.56;9.25;5.56;5.34;1.97;8.37;1.46;8.72;1
116;10;2.7;6.11;6.72;5.1;2.36;9.0;5.03;1.97;3.86;1.27;10.0;5.38;7.0;6.81;4.53;1
117;1;3.67;2.81;1.01;6.47;8.2;6.26;5.28;0.28;7.01;0.2;4.96;1.46;5.71;3.2;8.43;3
117;2;4.22;6.59;6.71;9.26;4.04;5.66;7.24;8.98;5.22;3.59;6.21;6.95;2.05;5.87;4.77;3
117;3;8.38;4.16;6.46;8.2;7.49;8.03;6.33;5.93;6.34;1.91;3.94;9.2;1.31;0.29;1.25;3
117;4;1.16;6.78;2.77;6.88;5.62;4.56;7.26;8.9;4.71;7.68;4.17;4.55;6.04;5.1;5.42;3
117;5;9.19;6.68;7.3;9.52;1.72;8.72;3.15;1.53;9.04;5.18;2.29;5.01;2.53;3.08;2.91;3
117;6;7.24;6.44;3.13;1.05;7.19;0.11;9.14;6.88;2.71;5.04;8.5;1.0;7.33;4.98;4.43;3
117;7;3.88;1.35;6.57;8.69;4.94;8.96;7.34;1.66;9.35;4.61;2.67;7.99;4.18;7.14;3.97;3
117;8;4.41;3.82;7.08;3.28;9.67;4.45;0.95;5.74;0.04;5.23;3.76;1.84;0.82;1.53;6.88;3
117;9;1.75;8.95;1.94;4.04;6.66;2.98;7.04;2.25;1.37;2.43;3.89;6.09;9.91;2.89;9.14;3
117;10;0.22;1.92;1.01;9.36;0.91;6.39;0.08;4.05;8.45;5.47;2.55;7.64;7.75;1.46;5.62;3
118;1;1.65;0.11;9.53;3.07;6.91;1.33;6.24;7.15;2.21;8.53;4.86;5.57;5.19;2.13;6.65;2
118;2;4.86;9.06;2.89;4.3;9.62;1.27;6.11;4.61;9.14;7.61;3.29;1.28;7.99;0.92;0.37;2
118;3;2.73;4.47;8.9;7.34;5.99;8.02;4.29;1.08;4.6;5.11;4.63;1.29;6.81;7.8;2.65;2
118;4;7.64;5.42;1.95;7.13;0.12;0.27;2.85;2.73;1.15;4.09;0.64;1.23;0.46;5.6;7.89;2
118;5;0.86;2.43;1.52;2.53;8.2;1.3;9.03;9.95;5.91;7.88;5.04;1.3;1.68;2.87;7.91;2
118;6;9.95;8.4;6.87;6.84;0.91;1.11;4.6;6.15;8.11;8.81;7.5;4.31;9.16;1.81;5.65;2
118;7;4.19;1.36;3.51;5.75;0.29;3.41;5.37;3.41;5.75;0.92;2.92;6.91;2.74;2.73;4.59;2
118;8;8.01;0.46;1.49;0.9;4.49;0.9;5.44;1.16;6.85;6.47;4.15;4.23;2.78;0.74;8.2;2
118;9;5.19;9.18;9.31;5.02;1.87;6.05;2.75;3.49;6.44;2.52;1.61;5.1;5.5;4.85;2.05;2
118;10;9.57;0.92;0.71;2.55;3.68;7.95;6.65;1.26;1.7;5.64;6.24;2.37;0.85;3.6;0.38;2
119;1;6.3;0.76;5.0;9.23;6.98;8.26;6.9;6.18;0.51;4.63;2.36;4.35;9.21;3.19;0.11;1
119;2;6.59;1.92;7.43;2.08;9.83;5.63;1.31;1.5;2.6;2.15;4.54;6.15;7.53;0.32;1.48;1
119;3;1.25;7.84;8.66;3.58;7.67;5.26;7.02;6.33;2.65;2.42;0.82;9.48;6.99;8.92;2.96;1
119;4;2.44;3.12;4.88;2.71;8.12;2.34;8.05;5.01;3.16;0.73;8.88;5.38;0.75;4.34;9.46;1
119;5;9.07;7.48;4.74;6.02;8.95;1.0;1.99;8.12;4.17;6.69;9.47;1.16;0.93;7.33;6.22;1
119;6;6.92;5.06;0.84;3.19;2.23;2.78;6.18;5.69;3.31;1.3;3.96;2.47;4.47;6.33;8.46;1
119;7;6.07;4.36;1.99;9.57;1.75;0.37;4.95;4.54;0.67;8.23;4.23;1.98;8.97;9.17;4.85;1
119;8;7.23;2.68;5.58;3.02;3.66;1.9;4.25;9.1;5.48;4.54;2.8;1.17;8.48;6.43;3.88;1
119;9;7.42;9.19;9.21;8.25;8.37;3.1;0.13;9.11;2.05;9.59;9.51;7.55;1.19;7.41;0.84;1
119;10;0.14;7.93;4.2;8.93;7.32;0.05;8.15;1.93;2.19;1.39;3.14;3.07;2.09;0.95;3.03;1
120;1;1.68;1.09;2.0;1.31;5.09;6.29;7.45;9.07;0.8;6.43;5.41;1.72;7.35;8.92;9.45;3
120;2;2.68;5.37;6.32;0.85;0.12;2.66;4.67;5.61;2.12;1.58;4.14;6.57;3.3;0.56;3.81;3
120;3;8.12;6.75;2.63;3.51;1.01;0.98;2.32;4.05;9.64;5.96;2.54;3.15;7.95;7.68;4.15;3
120;4;6.61;2.32;3.44;9.26;7.73;4.46;5.27;3.73;1.47;6.06;6.61;9.44;1.46;9.14;4.25;3
120;5;7.89;8.08;3.83;3.81;2.83;7.61;6.41;1.62;6.75;6.14;7.85;8.13;5.66;0.28;6.03;3
120;6;3.61;3.63;9.28;7.7;9.88;6.07;0.15;1.16;2.94;9.44;0.07;3.85;6.22;4.32;2.06;3
120;7;5.94;4.31;0.12;5.95;8.43;4.24;2.06;9.88;9.96;0.55;0.97;9.47;9.44;1.97;7.02;3
120;8;1.42;0.42;9.59;3.8;5.87;6.39;9.87;5.21;6.01;4.05;1.65;4.59;6.79;7.62;6.75;3
120;9;5.98;3.14;3.94;0.42;1.68;9.79;0.14;1.3;7.06;3.81;2.56;0.27;9.82;8.69;2.63;3
120;10;9.01;6.22;8.23;8.91;7.52;1.09;2.1;9.23;7.3;7.95;7.13;7.21;9.46;1.73;8.52;3
